Ticker,Extraction_Date,About_&_Key_Points,Top_Level_Metrics,Pros_and_Cons_Summary,Quarterly_Results,Profit_Loss,Balance_Sheet,Cash_Flow,Detailed_Ratios,Four_CAGR_Boxes,Peers,Shareholding_Pattern
NILAINFRA,2026-07-27,"About
Incorporated in 1990, Nila Infrastructures
Ltd is involved in the construction and development of infrastructures projects
[1]
Key Points
Business Overview:
[1]
NIL is a part of the Sambhaav Group. It is in the business of real estate and infrastructural development. Company undertakes projects and provide developmental services. It partakes in urban development in the form of EPC /turnkey projects of affordable housing schemes floated by government authorities and put its land bank to use by coming up with residential real estate schemes that range from affordable flats to premium apartments. Apart from this, company holds prime commercial property in Ahmedabad which is leased to corporates
Read More","Market Cap: ₹ 288 Cr.
Current Price: ₹ 7.32
High / Low: ₹ 12.2 / 5.90
Stock P/E: 11.5
Book Value: ₹ 4.76
Dividend Yield: 0.00 %
ROCE: 22.3 %
ROE: 12.9 %
Face Value: ₹ 1.00","PROS:
- Company has delivered good profit growth of 105% CAGR over last 5 years

CONS:
- Though the company is reporting repeated profits, it is not paying out dividend
- Company has a low return on equity of 11.5% over last 3 years.
- Earnings include an other income of Rs.14.8 Cr.
- Working capital days have increased from 40.5 days to 78.4 days","Unnamed: 0,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales +,24.43,39.16,34.31,86.75,41.31,39.81,52.34,113.42,92.60,74.04,75.03,81.04,74.20
Expenses +,24.72,36.79,30.25,81.60,37.09,34.40,46.94,106.32,83.78,65.94,68.06,72.57,66.72
Operating Profit,-0.29,2.37,4.06,5.15,4.22,5.41,5.40,7.10,8.82,8.10,6.97,8.47,7.48
OPM %,-1.19%,6.05%,11.83%,5.94%,10.22%,13.59%,10.32%,6.26%,9.52%,10.94%,9.29%,10.45%,10.08%
Other Income +,3.32,3.60,2.25,4.38,3.84,3.78,3.70,3.83,3.73,3.75,3.51,3.51,4.04
Interest,1.98,1.98,1.98,1.79,1.08,0.94,1.01,0.76,0.95,0.88,1.03,1.47,0.76
Depreciation,0.37,0.32,0.33,0.33,0.32,0.34,0.37,0.38,0.40,0.41,0.41,0.41,0.41
Profit before tax,0.68,3.67,4.00,7.41,6.66,7.91,7.72,9.79,11.20,10.56,9.04,10.10,10.35
Tax %,35.29%,25.34%,25.50%,29.15%,25.68%,25.54%,25.65%,25.84%,25.71%,25.28%,26.88%,25.74%,26.38%
Net Profit +,0.23,2.48,3.21,5.33,4.99,5.24,4.91,5.36,6.71,6.08,4.65,5.85,8.44
EPS in Rs,0.01,0.06,0.08,0.14,0.13,0.13,0.12,0.14,0.17,0.15,0.12,0.15,0.21
Raw PDF,,,,,,,,,,,,,","Unnamed: 0,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM
Sales +,124,183,195,202,214,244,97,83,115,185,247,323,304
Expenses +,101,156,167,166,177,215,87,76,112,173,225,290,273
Operating Profit,23,27,28,36,36,29,10,7,3,11,22,32,31
OPM %,18%,15%,14%,18%,17%,12%,10%,9%,2%,6%,9%,10%,10%
Other Income +,7,12,6,6,7,11,9,11,12,14,15,15,15
Interest,10,15,9,11,13,17,16,15,11,8,4,4,4
Depreciation,1,1,2,2,2,2,2,2,1,1,1,2,2
Profit before tax,19,23,23,29,28,21,1,2,2,16,32,41,40
Tax %,36%,38%,36%,31%,29%,22%,41%,32%,37%,28%,26%,26%,
Net Profit +,12,14,15,20,20,16,-1,-2,-0,11,20,23,25
EPS in Rs,0.32,0.38,0.38,0.51,0.51,0.42,-0.02,-0.05,-0.01,0.29,0.52,0.59,0.63
Dividend Payout %,31%,29%,29%,22%,0%,0%,0%,0%,0%,0%,0%,0%,","Unnamed: 0,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,37,37,39,39,39,39,39,39,39,39,39,39
Reserves,120,129,19,64,79,96,96,94,93,104,125,148
Borrowings +,148,159,79,103,122,119,145,108,66,35,26,24
Other Liabilities +,47,55,104,71,76,90,84,178,620,664,680,682
Total Liabilities,352,379,241,277,316,345,364,419,818,842,870,894
Fixed Assets +,33,33,35,34,32,31,38,36,34,35,38,36
CWIP,0,0,22,0,0,0,0,0,0,0,0,0
Investments,7,10,10,6,5,6,7,71,78,89,102,90
Other Assets +,312,336,174,236,280,308,318,311,706,719,731,767
Total Assets,352,379,241,277,316,345,364,419,818,842,870,894","Unnamed: 0,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-76,-11,34,3,-18,29,18,64,58,65,60,-26
Cash from Investing Activity +,-13,8,-22,-12,17,-9,-16,-26,-3,-28,-25,10
Cash from Financing Activity +,88,2,-10,8,1,-19,10,-51,-54,-39,-12,-7
Net Cash Flow,-0,-1,2,-1,-1,-0,12,-13,1,-1,23,-23
Free Cash Flow,-79,-11,26,2,-18,28,18,68,59,65,57,-27
CFO/OP,-331%,-7%,149%,40%,-19%,123%,209%,883%,""2,138%"",597%,306%,-52%","Unnamed: 0,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,91,73,56,63,54,96,245,164,62,16,7,31
Inventory Days,,,,,,562,,,,1195,1056,1135
Days Payable,,,,,,495,,,,169,247,440
Cash Conversion Cycle,91,73,56,63,54,163,245,164,62,1042,815,726
Working Capital Days,643,423,21,124,192,182,400,260,-23,29,14,78
ROCE %,11%,12%,14%,23%,19%,16%,6%,6%,6%,12%,19%,22%","[Compounded Sales Growth]
10 Years:,6%
5 Years:,27%
3 Years:,41%
TTM:,2%

[Compounded Profit Growth]
10 Years:,5%
5 Years:,105%
3 Years:,302%
TTM:,13%

[Stock Price CAGR]
10 Years:,-4%
5 Years:,2%
3 Years:,12%
1 Year:,-36%

[Return on Equity]
10 Years:,9%
5 Years:,7%
3 Years:,12%
Last Year:,13%",N/A,"Unnamed: 0,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters +,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%
FIIs +,0.93%,0.94%,0.95%,1.05%,1.36%,0.60%,0.57%,0.49%,0.35%,0.28%,0.34%,0.28%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%
Public +,37.18%,37.17%,37.15%,37.05%,36.75%,37.49%,37.54%,37.59%,37.75%,37.82%,37.75%,37.78%
No. of Shareholders,57843,56698,71410,72605,82305,89036,94944,97197,96106,93801,91285,90172"
